Player,Nation,Position,Age,Matches Played,Minutes,Goals,Assists,Penalty Goals Made,Yellow Cards,Red Cards,Progressive Carries,Progressive Passes,Goals Per 90,Assists Per 90,xG Per 90,xAG Per 90,High_Performer
Mads Roerslev,DEN,DF,25,7,298.0,0,0,0,0,0,7,13,0.0,0.0,0.0,0.01,0
David Odogu,GER,DF,18,3,195.0,0,0,0,0,0,1,8,0.0,0.0,0.1,0.0,0
Kevin Paredes,USA,DF,21,2,123.0,0,1,0,1,0,1,7,0.0,0.73,0.27,0.05,0
Kevin Behrens,GER,AT,33,18,170.0,1,0,0,2,0,2,4,0.53,0.0,1.24,0.06,1
Jeffrey Gouweleeuw,NED,DF,33,33,313.0,1,4,0,9,0,24,142,0.03,0.12,0.05,0.07,1
Dimitris Giannoulis,GRE,DF,28,31,313.0,1,4,0,8,0,60,104,0.03,0.14,0.04,0.14,1
Frank Onyeka,NGA,MT,26,31,313.0,0,1,0,8,0,46,106,0.0,0.03,0.05,0.04,0
Chrislain Matsima,FRA,DF,22,30,313.0,1,1,0,4,0,14,84,0.04,0.04,0.06,0.01,1
Marius Wolf,GER,DF,29,32,313.0,1,3,0,2,0,36,117,0.04,0.13,0.03,0.14,1
Kristijan Jakić,CRO,MT,27,31,313.0,0,1,0,2,0,24,106,0.0,0.04,0.03,0.05,0
Alexis Claude-Maurice,FRA,"MT,AT",26,28,313.0,9,2,0,4,0,59,61,0.38,0.09,0.2,0.05,1
Elvis Rexhbeçaj,KVX,MT,26,27,313.0,1,1,0,8,0,31,94,0.05,0.05,0.07,0.05,1
Samuel Essende,COD,AT,26,30,313.0,7,2,0,4,2,33,21,0.39,0.11,0.23,0.07,1
Finn Dahmen,GER,GB,26,19,313.0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0
Phillip Tietz,GER,AT,27,34,313.0,7,2,1,4,0,8,29,0.37,0.11,0.33,0.07,1
Nediljko Labrović,CRO,GB,24,15,313.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Keven Schlotterbeck,GER,DF,27,18,313.0,3,1,0,4,1,3,59,0.21,0.07,0.05,0.04,1
Cedric Zesiger,SUI,DF,26,15,313.0,0,2,0,7,1,4,40,0.0,0.15,0.09,0.09,0
Fredrik Jensen,FIN,MT,26,20,763.0,0,0,0,0,0,16,20,0.0,0.0,0.08,0.08,0
Maximilian Bauer,GER,DF,24,11,658.0,0,0,0,1,0,4,30,0.0,0.0,0.02,0.01,0
Arne Maier,GER,MT,25,28,938.0,0,0,0,0,1,19,44,0.0,0.0,0.15,0.14,0
Mert Kömür,GER,MT,19,20,654.0,2,1,0,1,0,18,11,0.28,0.14,0.16,0.2,1
Henri Koudossou,GER,DF,24,21,748.0,0,0,0,1,0,19,23,0.0,0.0,0.01,0.09,0
Ruben Vargas,SUI,"MT,AT",25,8,305.0,0,0,0,3,0,9,13,0.0,0.0,0.2,0.2,0
Noahkai Banks,USA,DF,17,8,278.0,0,0,0,2,0,2,8,0.0,0.0,0.02,0.0,0
Robert Gumny,POL,DF,26,7,271.0,0,0,0,2,0,5,10,0.0,0.0,0.11,0.15,0
Mads Pedersen,DEN,DF,27,7,235.0,0,0,0,0,0,1,11,0.0,0.0,0.03,0.0,0
Tim Breithaupt,GER,MT,22,2,120.0,0,1,0,0,0,1,10,0.0,0.75,0.04,0.29,0
Arne Engels,BEL,"MT,AT",20,1,79.0,0,0,0,1,0,1,1,0.0,0.0,0.45,0.0,0
Mergim Berisha,GER,AT,26,2,40.0,0,0,0,1,0,2,0,0.0,0.0,0.39,0.0,0
Niklas Dorsch,GER,MT,26,1,32.0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0
Danilho Doekhi,NED,DF,26,34,313.0,1,1,0,4,0,13,96,0.03,0.03,0.08,0.04,1
Rani Khedira,GER,MT,30,32,313.0,1,1,0,7,0,12,80,0.03,0.03,0.05,0.02,1
Diogo Leite,POR,DF,25,30,313.0,1,2,0,3,0,20,116,0.04,0.07,0.05,0.04,1
Frederik Rønnow,DEN,GB,31,28,313.0,0,0,0,2,0,0,1,0.0,0.0,0.0,0.0,0
Janik Haberer,GER,"MT,DF",30,28,313.0,0,0,0,1,0,13,59,0.0,0.0,0.04,0.04,0
Leopold Querfeld,AUT,DF,20,27,313.0,2,2,0,8,0,3,49,0.1,0.1,0.06,0.05,1
András Schäfer,HUN,MT,25,26,313.0,1,1,0,3,0,23,55,0.06,0.06,0.04,0.05,1
Jeong Woo-yeong,KOR,"MT,AT",24,23,313.0,3,2,0,2,0,32,63,0.21,0.14,0.2,0.12,1
Kevin Vogt,GER,DF,32,18,313.0,1,0,1,6,0,11,70,0.07,0.0,0.05,0.0,1
Andrej Ilic,SRB,AT,24,16,937.0,7,0,1,1,0,5,13,0.67,0.0,0.47,0.03,1
Aljoscha Kemlein,GER,MT,19,15,922.0,1,0,0,3,0,5,42,0.1,0.0,0.09,0.06,1
Jordan Pefok,USA,AT,28,18,908.0,0,1,0,2,0,3,12,0.0,0.1,0.32,0.09,0
Yorbe Vertessen,BEL,"MT,AT",23,17,718.0,1,0,0,2,0,18,16,0.13,0.0,0.16,0.2,1
Lucas Tousart,FRA,MT,27,15,561.0,0,1,0,2,0,4,18,0.0,0.16,0.06,0.07,0
Alexander Schwolow,GER,GB,32,6,540.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
László Bénes,SVK,"MT,AT",26,23,589.0,2,1,0,4,0,6,28,0.31,0.15,0.14,0.15,1
Ivan Prtajin,CRO,AT,28,5,161.0,0,0,0,0,0,1,1,0.0,0.0,0.29,0.08,0
David Preu,GER,"MT,DF",19,5,121.0,0,0,0,1,0,1,3,0.0,0.0,0.1,0.0,0
Robin Gosens,GER,DF,30,1,90.0,0,0,0,1,0,1,4,0.0,0.0,0.02,0.13,0
Andrej Kramarić,CRO,"MT,AT",33,32,313.0,11,8,3,4,0,75,143,0.36,0.26,0.38,0.14,1
Tom Bischof,GER,"MT,AT",19,31,313.0,5,2,0,5,0,47,138,0.18,0.07,0.08,0.13,1
Anton Stach,GER,"MT,DF",25,30,313.0,1,2,0,8,0,33,152,0.03,0.07,0.07,0.08,1
Oliver Baumann,GER,GB,34,28,313.0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.03,0
Arthur Chaves,BRA,DF,23,26,313.0,1,0,0,8,0,10,57,0.04,0.0,0.03,0.0,1
Kevin Akpoguma,NGA,DF,29,32,313.0,0,0,0,3,0,14,98,0.0,0.0,0.0,0.01,0
Alexander Prass,AUT,DF,23,23,313.0,0,1,0,1,0,28,63,0.0,0.06,0.05,0.16,0
Pavel Kadeřábek,CZE,DF,32,24,313.0,2,0,0,6,0,15,47,0.11,0.0,0.04,0.11,1
Stanley N'Soki,FRA,DF,25,22,313.0,0,0,0,3,1,10,52,0.0,0.0,0.01,0.03,0
Valentin Gendrey,FRA,DF,24,22,313.0,1,1,0,1,0,24,49,0.06,0.06,0.07,0.12,1
Leo Skiri Østigård,NOR,DF,24,11,927.0,0,0,0,0,1,0,51,0.0,0.0,0.03,0.01,0
Florian Grillitsch,AUT,MT,28,8,601.0,0,0,0,1,0,4,44,0.0,0.0,0.02,0.03,0
Dennis Geiger,GER,"MT,AT",26,20,734.0,0,0,0,4,0,12,37,0.0,0.0,0.02,0.06,0
Gift Orban,NGA,AT,22,13,687.0,4,0,0,2,0,8,7,0.52,0.0,0.44,0.03,1
Finn Ole Becker,GER,MT,24,13,670.0,0,1,0,1,0,3,45,0.0,0.13,0.02,0.04,0
Haris Tabakovic,BIH,AT,30,22,821.0,3,1,0,0,0,4,7,0.33,0.11,0.37,0.14,1
David Jurásek,CZE,DF,23,14,619.0,0,1,0,0,0,17,22,0.0,0.15,0.02,0.13,0
Luca Philipp,GER,GB,23,6,540.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Diadie Samassékou,MLI,MT,28,8,290.0,0,0,0,0,0,3,11,0.0,0.0,0.02,0.0,0
Patrick Mainka,GER,DF,29,34,313.0,1,1,0,3,0,21,102,0.03,0.03,0.06,0.01,1
Kevin Müller,GER,GB,33,33,313.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Jan Schöppner,GER,MT,25,33,313.0,4,3,0,8,0,35,107,0.13,0.1,0.13,0.12,1
Benedikt Gimber,GER,DF,27,32,313.0,0,0,0,9,0,7,46,0.0,0.0,0.02,0.01,0
Omar Traoré,GER,DF,26,30,313.0,0,1,0,7,0,103,117,0.0,0.03,0.02,0.06,0
Jonas Föhrenbach,GER,DF,28,27,313.0,0,1,0,3,0,36,59,0.0,0.05,0.01,0.06,0
Paul Wanner,GER,"MT,AT",18,29,313.0,3,2,1,2,0,28,64,0.15,0.1,0.19,0.06,1
Niklas Dorsch,GER,MT,26,22,313.0,2,2,0,5,1,13,57,0.13,0.13,0.07,0.07,1
Adrian Beck,GER,"MT,AT",27,32,313.0,4,1,0,1,0,37,69,0.23,0.06,0.18,0.07,1
Tim Siersleben,GER,DF,24,16,313.0,0,0,0,4,0,8,31,0.0,0.0,0.04,0.04,0
Budu Zivzivadze,GEO,AT,30,15,958.0,2,3,0,0,0,11,20,0.19,0.28,0.16,0.14,1
Lennard Maloney,USA,MT,24,11,760.0,0,0,0,1,0,1,14,0.0,0.0,0.04,0.0,0
Luca Kerber,GER,"MT,DF",22,23,783.0,2,0,0,4,0,1,16,0.23,0.0,0.07,0.08,1
Mikkel Kaufmann,DEN,AT,23,9,372.0,0,0,0,2,0,4,10,0.0,0.0,0.13,0.03,0
Frank Feller,GER,GB,20,2,121.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Julian Niehues,GER,MT,23,8,154.0,0,0,0,1,0,0,6,0.0,0.0,0.15,0.08,0
Norman Theuerkauf,GER,MT,37,1,22.0,0,0,0,0,0,0,2,0.0,0.0,0.14,0.0,0
Denis Thomalla,GER,MT,31,1,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Timo Becker,GER,DF,27,30,313.0,0,2,0,2,0,28,57,0.0,0.07,0.05,0.03,0
Nicolai Remberg,GER,MT,24,32,313.0,0,1,0,11,0,25,80,0.0,0.04,0.06,0.03,0
Timon Weiner,GER,GB,25,25,313.0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0
Armin Gigovic,BIH,MT,22,31,313.0,5,1,0,5,0,37,50,0.24,0.05,0.09,0.1,1
Magnus Knudsen,NOR,MT,23,31,313.0,0,1,0,7,0,16,54,0.0,0.05,0.03,0.06,0
Lasse Rosenboom,GER,DF,22,26,313.0,2,2,0,3,0,19,34,0.1,0.1,0.1,0.06,1
Marko Ivezić,SRB,DF,22,23,313.0,0,0,0,5,0,3,40,0.0,0.0,0.03,0.01,0
David Zec,SVN,DF,24,18,313.0,2,0,0,5,0,3,34,0.12,0.0,0.07,0.03,1
Phil Harres,GER,AT,22,26,313.0,8,1,0,3,0,12,16,0.47,0.06,0.34,0.07,1
Marco Komenda,CRO,DF,27,19,313.0,0,0,0,3,0,13,53,0.0,0.0,0.01,0.06,0
Steven Skrzybski,GER,"MT,AT",31,24,313.0,6,3,1,0,0,17,64,0.41,0.2,0.24,0.2,1
Max Geschwill,GER,DF,23,19,313.0,1,2,0,2,0,6,58,0.07,0.14,0.06,0.05,1
Lewis Holtby,GER,MT,33,25,313.0,0,1,0,1,1,14,47,0.0,0.07,0.04,0.11,0
Patrick Erras,GER,DF,29,10,832.0,1,0,0,2,0,3,25,0.11,0.0,0.1,0.01,1
Thomas Dähne,GER,GB,30,9,810.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Benedikt Pichler,AUT,AT,27,18,785.0,1,2,0,1,0,18,19,0.11,0.23,0.26,0.13,1
Carl Johansson,SWE,DF,30,10,568.0,0,0,0,0,1,0,12,0.0,0.0,0.01,0.06,0
Tymoteusz Puchacz,POL,DF,25,10,396.0,0,1,0,0,0,13,8,0.0,0.23,0.02,0.14,0
Marvin Schulz,GER,"MT,DF",29,12,306.0,0,0,0,3,0,5,11,0.0,0.0,0.01,0.19,0
Andu Kelati,GER,"MT,DF",21,8,288.0,1,1,0,2,1,3,19,0.31,0.31,0.27,0.26,1
Ivan Nekić,CRO,DF,23,1,71.0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0
Maximilian Wittek,GER,DF,28,33,313.0,0,0,0,8,0,47,141,0.0,0.0,0.04,0.14,0
Ibrahima Sissoko,MLI,MT,26,32,313.0,2,1,0,11,1,35,105,0.07,0.03,0.06,0.05,1
Matúš Bero,SVK,MT,28,30,313.0,5,2,0,11,0,29,143,0.18,0.07,0.14,0.13,1
Philipp Hofmann,GER,AT,31,32,313.0,3,3,0,4,0,8,53,0.12,0.12,0.22,0.13,1
Tim Oermann,GER,DF,20,29,313.0,0,2,0,0,0,15,61,0.0,0.08,0.01,0.02,0
Patrick Drewes,GER,GB,31,21,313.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0
Ivan Ordets,UKR,DF,32,22,313.0,0,0,0,6,0,2,48,0.0,0.0,0.04,0.04,0
Bernardo,BRA,DF,29,21,313.0,0,0,0,5,0,14,100,0.0,0.0,0.04,0.04,0
Jakov Medić,CRO,DF,25,23,313.0,1,0,0,2,0,2,27,0.06,0.0,0.05,0.01,1
Timo Horn,GER,GB,31,13,313.0,0,0,0,2,0,0,1,0.0,0.0,0.0,0.0,0
Anthony Losilla,FRA,MT,38,21,313.0,0,0,0,1,0,3,45,0.0,0.0,0.01,0.03,0
Tom Krauß,GER,MT,23,14,313.0,0,0,0,2,0,16,84,0.0,0.0,0.03,0.06,0
Dani de Wit,NED,"MT,AT",26,28,313.0,2,1,0,1,0,5,33,0.16,0.08,0.17,0.04,1
Myron Boadu,NED,AT,23,19,313.0,9,1,1,2,0,12,18,0.78,0.09,0.67,0.1,1
Erhan Mašović,SRB,DF,25,16,910.0,1,1,0,2,0,1,35,0.1,0.1,0.06,0.09,1
Lukas Daschner,GER,"MT,AT",25,14,412.0,1,1,0,0,0,8,11,0.22,0.22,0.6,0.15,1
Mats Pannewig,GER,MT,19,14,267.0,0,0,0,1,0,3,10,0.0,0.0,0.27,0.04,0
Cristian Gamboa,CRC,DF,34,12,226.0,1,0,0,1,0,2,5,0.4,0.0,0.06,0.07,1
Moritz-Broni Kwarteng,GHA,"MT,AT",26,7,172.0,0,0,0,1,0,4,12,0.0,0.0,0.1,0.09,0
Aliou Badara Baldé,GUI,"MT,AT",21,5,91.0,0,0,0,1,0,2,1,0.0,0.0,0.18,0.17,0
Kacper Koscierski,GER,DF,17,1,7.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Amir Rrahmani,KVX,DF,30,38,313.0,1,3,0,2,0,30,188,0.03,0.08,0.08,0.03,1
Giovanni Di Lorenzo,ITA,DF,30,37,313.0,3,2,0,6,0,50,224,0.08,0.05,0.08,0.1,1
Romelu Lukaku,BEL,AT,31,36,313.0,14,10,3,4,0,31,36,0.44,0.32,0.41,0.13,1
Alex Meret,ITA,GB,27,34,313.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Scott McTominay,SCO,MT,27,34,313.0,12,4,0,3,0,56,112,0.37,0.12,0.23,0.08,1
Andre-Frank Zambo Anguissa,CMR,MT,28,35,313.0,6,4,0,5,0,24,144,0.19,0.13,0.14,0.08,1
Stanislav Lobotka,SVK,MT,29,32,313.0,0,1,0,3,0,30,118,0.0,0.03,0.01,0.04,0
Mathías Olivera,URU,DF,26,32,313.0,0,2,0,4,0,46,126,0.0,0.08,0.04,0.07,0
Alessandro Buongiorno,ITA,DF,25,22,313.0,1,0,0,2,0,27,82,0.05,0.0,0.04,0.03,1
David Neres,BRA,AT,27,28,313.0,2,4,0,1,0,73,32,0.14,0.28,0.19,0.25,1
Billy Gilmour,SCO,MT,23,26,313.0,0,1,0,0,0,11,67,0.0,0.08,0.04,0.14,0
Juan Jesus,BRA,DF,33,15,313.0,0,1,0,2,0,3,50,0.0,0.08,0.03,0.0,0
Elia Caprile,ITA,GB,22,4,325.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Giovanni Simeone,ARG,AT,29,30,419.0,1,1,0,1,0,11,7,0.21,0.21,0.56,0.17,1
Cyril Ngonge,BEL,AT,24,18,216.0,0,0,0,2,0,7,8,0.0,0.0,0.29,0.15,0
Philip Billing,DEN,MT,28,10,197.0,1,0,0,1,0,1,5,0.46,0.0,0.71,0.05,1
Rafa Marín,ESP,DF,22,4,142.0,0,0,0,1,0,2,5,0.0,0.0,0.14,0.0,0
Simone Scuffet,ITA,GB,28,1,90.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Walid Cheddira,MAR,AT,26,1,12.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.2,0
Marco Carnesecchi,ITA,GB,24,34,313.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.01,0
Marten de Roon,NED,"MT,DF",33,36,313.0,4,4,0,5,0,37,242,0.12,0.12,0.03,0.07,1
Éderson,BRA,MT,25,37,313.0,4,1,0,5,1,40,216,0.12,0.03,0.13,0.14,1
Berat Djimsiti,ALB,DF,31,34,313.0,1,2,0,6,0,32,109,0.03,0.07,0.09,0.04,1
Mateo Retegui,ITA,AT,25,36,313.0,25,8,4,3,0,21,46,0.94,0.3,0.71,0.18,1
Ademola Lookman,NGA,"MT,AT",26,31,313.0,15,5,1,4,0,142,73,0.6,0.2,0.41,0.29,1
Raoul Bellanova,ITA,DF,24,34,313.0,0,9,0,3,0,83,87,0.0,0.34,0.04,0.18,0
Isak Hien,SWE,DF,25,30,313.0,0,0,0,10,0,7,51,0.0,0.0,0.04,0.0,0
Davide Zappacosta,ITA,DF,32,30,313.0,4,2,0,3,0,67,107,0.17,0.09,0.1,0.09,1
Charles De Ketelaere,BEL,"MT,AT",23,36,313.0,7,7,0,1,0,108,140,0.3,0.3,0.32,0.26,1
Mario Pašalić,CRO,MT,29,34,313.0,3,4,0,1,0,44,149,0.14,0.18,0.3,0.15,1
Sead Kolašinac,BIH,DF,31,23,313.0,0,2,0,7,0,52,142,0.0,0.09,0.04,0.09,0
Matteo Ruggeri,ITA,DF,22,30,313.0,0,3,0,2,0,60,114,0.0,0.15,0.01,0.1,0
Odilon Kossounou,CIV,DF,23,18,313.0,0,0,0,1,0,13,46,0.0,0.0,0.04,0.0,0
Marco Brescianini,ITA,MT,24,29,991.0,4,2,0,1,0,46,36,0.36,0.18,0.28,0.09,1
Lazar Samardzic,SRB,MT,22,31,313.0,2,1,0,3,0,54,92,0.15,0.08,0.15,0.22,1
Stefan Posch,AUT,DF,27,5,387.0,0,0,0,0,0,5,23,0.0,0.0,0.05,0.0,0
Giorgio Scalvini,ITA,DF,20,6,272.0,0,0,0,2,0,5,20,0.0,0.0,0.05,0.0,0
Ibrahim Sulemana,GHA,MT,21,9,283.0,2,0,0,1,0,2,12,0.64,0.0,0.18,0.01,1
Rui Patrício,POR,GB,36,3,270.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Rafael Tolói,ITA,DF,33,11,468.0,0,0,0,1,0,5,26,0.0,0.0,0.01,0.04,0
Marco Palestra,ITA,DF,19,9,222.0,0,0,0,0,0,13,6,0.0,0.0,0.0,0.1,0
Juan Musso,ARG,GB,30,1,90.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Ben Godfrey,ENG,DF,26,1,23.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Mitchel Bakker,NED,MT,24,1,22.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Federico Cassa,ITA,"MT,AT",18,2,14.0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0
Alberto Manzoni,ITA,MT,19,1,6.0,0,0,0,0,0,0,0,0.0,0.0,0.94,0.0,0
Gianluca Scamacca,ITA,AT,25,1,6.0,0,0,0,0,0,0,0,0.0,0.0,1.29,0.0,0
Obite N'Dicka,CIV,DF,24,38,313.0,0,1,0,2,0,29,107,0.0,0.03,0.03,0.02,0
Mile Svilar,SRB,GB,24,38,313.0,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0
Angeliño,ESP,DF,27,38,313.0,2,1,0,1,0,66,172,0.06,0.03,0.04,0.1,1
Gianluca Mancini,ITA,DF,28,37,313.0,2,0,0,8,0,45,139,0.06,0.0,0.05,0.03,1
Manu Koné,FRA,MT,23,34,313.0,2,1,0,6,0,70,144,0.07,0.03,0.12,0.06,1
Artem Dovbyk,UKR,AT,27,32,313.0,12,2,2,0,0,24,16,0.45,0.07,0.44,0.09,1
Zeki Çelik,TUR,DF,27,31,313.0,0,2,0,5,0,28,106,0.0,0.08,0.02,0.07,0
Bryan Cristante,ITA,MT,29,30,313.0,4,2,0,8,0,25,145,0.18,0.09,0.09,0.06,1
Matìas Soulé,ARG,"MT,DF",21,27,313.0,5,5,0,3,0,84,89,0.25,0.25,0.15,0.26,1
Lorenzo Pellegrini,ITA,MT,28,25,313.0,2,1,1,4,0,27,61,0.11,0.06,0.26,0.14,1
Leandro Paredes,ARG,MT,30,22,313.0,3,1,2,4,0,17,106,0.2,0.07,0.15,0.1,1
Niccolò Pisilli,ITA,MT,19,28,313.0,2,1,0,7,0,22,63,0.15,0.07,0.2,0.05,1
Mats Hummels,GER,DF,35,14,915.0,0,0,0,1,0,4,26,0.0,0.0,0.05,0.01,0
Tommaso Baldanzi,ITA,"MT,AT",21,31,832.0,1,1,0,2,0,39,23,0.11,0.11,0.16,0.1,1
Devyne Rensch,NED,DF,21,14,469.0,0,1,0,0,0,2,14,0.0,0.19,0.05,0.15,0
Enzo Le Fée,FRA,MT,24,6,318.0,0,0,0,1,0,15,28,0.0,0.0,0.06,0.03,0
Mario Hermoso,ESP,DF,29,8,251.0,0,0,0,2,1,3,14,0.0,0.0,0.02,0.0,0
Lucas Gourna-Douath,FRA,MT,20,6,229.0,0,0,0,2,0,4,9,0.0,0.0,0.05,0.04,0
Saud Abdulhamid,KSA,DF,25,4,205.0,0,1,0,0,0,6,9,0.0,0.44,0.01,0.08,0
Anass Salah-Eddine,NED,DF,22,3,152.0,0,1,0,0,0,8,2,0.0,0.59,0.19,0.08,0
Victor Nelsson,DEN,DF,25,4,187.0,0,0,0,0,0,0,4,0.0,0.0,0.02,0.0,0
Tammy Abraham,ENG,AT,26,1,1.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
David de Gea,ESP,GB,33,35,313.0,0,1,0,1,0,0,0,0.0,0.03,0.0,0.01,0
Dodô,BRA,DF,25,35,313.0,0,5,0,8,0,143,128,0.0,0.14,0.04,0.12,0
Luca Ranieri,ITA,DF,25,36,313.0,1,3,0,7,0,25,80,0.03,0.09,0.03,0.05,1
Moise Kean,ITA,AT,24,32,313.0,19,3,1,6,0,42,26,0.63,0.1,0.65,0.06,1
Robin Gosens,GER,DF,30,32,313.0,5,5,0,6,0,31,102,0.18,0.18,0.06,0.08,1
Pietro Comuzzo,ITA,DF,19,33,313.0,1,0,0,5,0,14,75,0.04,0.0,0.02,0.02,1
Danilo Cataldi,ITA,MT,29,25,313.0,3,0,0,1,0,18,90,0.16,0.0,0.06,0.04,1
Rolando Mandragora,ITA,MT,27,29,313.0,4,3,1,7,0,11,92,0.19,0.14,0.12,0.22,1
Yacine Adli,FRA,MT,24,26,313.0,4,6,0,3,1,24,103,0.29,0.44,0.08,0.17,1
Marin Pongračić,CRO,DF,26,20,313.0,0,0,0,3,1,7,34,0.0,0.0,0.01,0.01,0
Pablo Marí,ESP,DF,30,13,313.0,0,0,0,2,0,2,27,0.0,0.0,0.01,0.0,0
Edoardo Bove,ITA,"MT,AT",22,12,851.0,1,2,0,3,0,12,37,0.11,0.21,0.06,0.16,1
Amir Richardson,MAR,MT,22,27,313.0,1,1,0,6,0,19,47,0.08,0.08,0.07,0.05,1
Nicolò Fagioli,ITA,MT,23,15,962.0,1,2,0,0,0,15,50,0.09,0.19,0.05,0.28,1
Cristiano Biraghi,ITA,DF,31,8,433.0,1,0,0,1,0,3,15,0.21,0.0,0.03,0.06,1
Cher Ndour,ITA,"MT,DF",20,9,406.0,0,0,0,1,0,12,17,0.0,0.0,0.03,0.01,0
Lucas Martínez Quarta,ARG,DF,28,8,351.0,1,0,0,1,0,3,14,0.26,0.0,0.19,0.01,1
Nicolò Zaniolo,ITA,AT,25,9,343.0,0,0,0,2,1,8,5,0.0,0.0,0.16,0.06,0
Pietro Terracciano,ITA,GB,34,3,270.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Sofyan Amrabat,MAR,MT,27,2,180.0,0,0,0,0,0,2,14,0.0,0.0,0.0,0.03,0
Matias Moreno,ARG,DF,20,4,144.0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.01,0
Antonín Barák,CZE,MT,29,1,54.0,0,0,0,0,0,2,2,0.0,0.0,0.13,0.47,0
Alessandro Bianco,ITA,MT,21,1,18.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Maat Daniel Caprini,ITA,AT,18,2,8.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Tommaso Rubino,ITA,MT,17,1,8.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.53,0
Mattéo Guendouzi,FRA,MT,25,37,313.0,1,3,0,7,0,89,316,0.03,0.08,0.04,0.09,1
Mattia Zaccagni,ITA,AT,29,34,313.0,8,6,2,10,0,91,114,0.27,0.2,0.22,0.15,1
Mario Gila,ESP,DF,23,32,313.0,1,0,0,8,0,48,157,0.03,0.0,0.03,0.02,1
Nicolò Rovella,ITA,MT,22,33,313.0,0,3,0,13,0,45,159,0.0,0.1,0.05,0.07,0
Alessio Romagnoli,ITA,DF,29,32,313.0,2,0,0,4,2,8,90,0.07,0.0,0.08,0.01,1
Ivan Provedel,ITA,GB,30,29,313.0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.01,0
Gustav Isaksen,DEN,AT,23,37,313.0,4,2,0,5,0,95,46,0.16,0.08,0.21,0.09,1
Valentín Castellanos,ARG,AT,25,29,313.0,10,3,2,9,1,27,66,0.38,0.11,0.51,0.14,1
Boulaye Dia,SEN,"MT,AT",27,35,313.0,9,3,0,2,0,23,51,0.37,0.12,0.29,0.17,1
Adam Marušić,MNE,DF,31,35,313.0,4,0,0,1,0,23,84,0.15,0.0,0.08,0.02,1
Nuno Tavares,POR,DF,24,23,313.0,0,8,0,4,1,98,111,0.0,0.43,0.06,0.26,0
Manuel Lazzari,ITA,DF,30,25,313.0,0,1,0,3,0,72,66,0.0,0.06,0.01,0.08,0
Fisayo Dele-Bashiru,NGA,"MT,AT",23,20,947.0,3,1,0,0,0,23,26,0.29,0.1,0.1,0.08,1
Luca Pellegrini,ITA,DF,25,22,313.0,0,4,0,5,0,21,72,0.0,0.34,0.06,0.15,0
Christos Mandas,GRE,GB,22,9,810.0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0
Matías Vecino,URU,MT,32,20,877.0,2,3,0,7,0,4,29,0.21,0.31,0.23,0.24,1
Samuel Gigot,FRA,DF,30,15,683.0,2,0,0,2,0,7,12,0.26,0.0,0.17,0.0,1
Patric,ESP,DF,31,10,607.0,1,0,0,2,0,4,30,0.15,0.0,0.16,0.0,1
Elseid Hysaj,ALB,DF,30,11,424.0,0,3,0,2,1,4,14,0.0,0.64,0.04,0.35,0
Nicolò Casale,ITA,DF,26,2,135.0,0,0,0,0,0,0,6,0.0,0.0,0.03,0.0,0
Reda Belahyane,MAR,MT,20,6,198.0,0,0,0,0,1,4,10,0.0,0.0,0.0,0.0,0
Gaetano Castrovilli,ITA,"MT,AT",27,9,148.0,0,0,0,0,0,5,10,0.0,0.0,0.05,0.44,0
